;product;area;room;bath;garage;adress;price
4;Apartamento com 3 Quartos para Aluguel, 139m²;503 m²;3 Quartos;3 Banheiros;2 Vagas;Rua Osvaldo Cruz, 345 - Balneário, Florianópolis - SC;R$ 3.800 /mês
5;Sala/Conjunto para Venda/Aluguel 47m²;503;-- Quarto;1 Banheiro;-- Vaga;Rua Tenente Silveira - Centro, Florianópolis - SC;"R$ 1.200 /mês
R$ 250.000"
6;Imóvel comercial para Aluguel, 46m²;5186 m²;-- Quarto;1 Banheiro;2 Vagas;Agronômica, Florianópolis - SC;R$ 1.500 /mês
7;Imóvel comercial para Aluguel, 20m²;5186;-- Quarto;1 Banheiro;-- Vaga;Rua Presidente Coutinho, 311 - Centro, Florianópolis - SC;R$ 600 /mês
8;Apartamento com 3 Quartos para Aluguel, 88m²;139 m²;3 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 500 /dia
9;Sala/Conjunto para Aluguel, 45m²;139;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.100 /mês
10;Apartamento com 2 Quartos para Aluguel, 73m²;47 m²;2 Quartos;2 Banheiros;1 Vaga;Córrego Grande, Florianópolis - SC;R$ 2.700 /mês
11;Casa com 5 Quartos para Aluguel, 700m²;47;5 Quartos;5 Banheiros;6 Vagas;Santa Mônica, Florianópolis - SC;R$ 20.000 /mês
12;Apartamento com Quarto para Aluguel, 33m²;46 m²;1 Quarto;1 Banheiro;1 Vaga;Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC;R$ 2.300 /mês
13;Apartamento com 3 Quartos para Aluguel, 110m²;46;3 Quartos;3 Banheiros;1 Vaga;Rua Altamiro Guimarães - Centro, Florianópolis - SC;R$ 2.400 /mês
14;Casa com 4 Quartos à Venda/Aluguel 266m²;20 m²;4 Quartos;3 Banheiros;2 Vagas;Rua dos Botos - Jurerê Internacional, Florianópolis - SC;"R$ 9.500 /mês
R$ 2.980.000"
15;Imóvel comercial para Aluguel, 605m²;20;-- Quarto;4 Banheiros;16 Vagas;Coqueiros, Florianópolis - SC;R$ 15.500 /mês
16;Sala/Conjunto para Aluguel, 56m²;88 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.500 /mês
17;Casa com 4 Quartos para Aluguel, 150m²;88;4 Quartos;3 Banheiros;5 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 590 /dia
18;Sala/Conjunto para Aluguel, 34m²;45 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Felipe Schmidt - Centro, Florianópolis - SC;R$ 2.100 /mês
19;Casa com 6 Quartos para Aluguel, 400m²;45;6 Quartos;7 Banheiros;5 Vagas;Rua Accacio Melo - Jurerê, Florianópolis - SC;R$ 8.000 /dia
20;Ponto comercial/Loja/Box para Aluguel, 47m²;73 m²;-- Quarto;1 Banheiro;1 Vaga;Rua José Brognoli - Saco dos Limões, Florianópolis - SC;R$ 1.900 /mês
21;Imóvel comercial para Aluguel, 138m²;73;-- Quarto;6 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 9.998 /mês
22;Ponto comercial/Loja/Box para Aluguel, 12m²;700 m²;-- Quarto;-- Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 350 /mês
23;Apartamento para Aluguel, 39m²;700;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.200 /mês
24;Apartamento com 2 Quartos para Aluguel, 62m²;33 m²;2 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.900 /mês
25;Apartamento com 2 Quartos para Aluguel, 79m²;33;2 Quartos;2 Banheiros;1 Vaga;Avenida Tom Traugott Wildi - Praia Brava, Florianópolis - SC;R$ 1.100 /dia
26;Apartamento com Quarto para Aluguel, 50m²;110 m²;1 Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.800 /mês
27;Kitnet/Conjugado com Quarto para Aluguel, 30m²;110;1 Quarto;1 Banheiro;-- Vaga;Canasvieiras, Florianópolis - SC;R$ 275 /dia
28;Imóvel comercial com 2 Quartos para Aluguel, 91m²;266 m²;2 Quartos;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
29;Casa com 3 Quartos para Aluguel, 100m²;266;3 Quartos;2 Banheiros;2 Vagas;Avenida das Paineiras, 692 - Daniela, Florianópolis - SC;R$ 400 /dia
30;Apartamento com Quarto para Aluguel, 40m²;605 m²;1 Quarto;1 Banheiro;1 Vaga;Ponta das Canas, Florianópolis - SC;R$ 250 /dia
31;Apartamento com 3 Quartos para Aluguel, 140m²;605;3 Quartos;2 Banheiros;-- Vaga;Rua Professor Egídio Ferreira, 1253 - Monte Cristo, Florianópolis - SC;R$ 1.900 /mês
32;Ponto comercial/Loja/Box para Aluguel, 24m²;56 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.177 /mês
33;Apartamento com 3 Quartos para Aluguel, 205m²;56;3 Quartos;2 Banheiros;2 Vagas;Rua Fernando Ferreira de Mello, 172 - Bom Abrigo, Florianópolis - SC;R$ 4.500 /mês
34;Sala/Conjunto para Aluguel, 49m²;150 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 1.200 /mês
35;Sala/Conjunto para Aluguel, 36m²;150;-- Quarto;1 Banheiro;1 Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 1.905 /mês
0;Imóvel comercial para Aluguel, 306m²;306 m²;-- Quarto;4 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 3.500 /mês
1;Imóvel comercial para Aluguel, 78m²;306;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 1.500 /mês
2;Apartamento com 3 Quartos para Aluguel, 142m²;78 m²;3 Quartos;3 Banheiros;2 Vagas;Avenida Governador Irineu Bornhausen - Beira Mar, Florianópolis - SC;R$ 4.750 /mês
3;Apartamento com 2 Quartos para Aluguel, 73m²;78;2 Quartos;2 Banheiros;1 Vaga;Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC;R$ 2.350 /mês
4;Cobertura com 2 Quartos à Venda/Aluguel 76m²;142 m²;2 Quartos;2 Banheiros;1 Vaga;Avenida das Raias, 601 - Jurerê Internacional, Florianópolis - SC;"R$ 899 /dia
R$ 1.200.000"
5;Apartamento com 4 Quartos para Aluguel, 153m²;142;4 Quartos;2 Banheiros;1 Vaga;Rua Manoel Félix Cardoso, 149 - Abraão, Florianópolis - SC;R$ 1.900 /mês
6;Apartamento com 2 Quartos para Aluguel, 88m²;73 m²;2 Quartos;3 Banheiros;-- Vaga;Rua Almirante Lamego, 1304 - Centro, Florianópolis - SC;R$ 1.800 /mês
7;Ponto comercial/Loja/Box para Aluguel, 131m²;73;-- Quarto;3 Banheiros;3 Vagas;Rua José Brognoli - Saco dos Limões, Florianópolis - SC;R$ 4.950 /mês
8;Apartamento com Quarto para Aluguel, 32m²;76 m²;1 Quarto;1 Banheiro;1 Vaga;Córrego Grande, Florianópolis - SC;R$ 2.500 /mês
9;Apartamento com 2 Quartos para Aluguel, 50m²;76;2 Quartos;1 Banheiro;1 Vaga;Servidão Cisne Real - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 300 /dia
10;Sala/Conjunto para Aluguel, 130m²;153 m²;-- Quarto;1 Banheiro;5 Vagas;Rio Tavares, Florianópolis - SC;R$ 5.500 /mês
11;Casa com 3 Quartos para Aluguel, 200m²;153;3 Quartos;1 Banheiro;1 Vaga;Rua Waldemiro Monguilhot - Centro, Florianópolis - SC;R$ 2.700 /mês
12;Casa com 4 Quartos para Aluguel, 600m²;88 m²;4 Quartos;5 Banheiros;3 Vagas;Rua das Sapopemas, 436 - Jurerê, Florianópolis - SC;R$ 23.000 /mês
13;Apartamento com 4 Quartos para Aluguel, 264m²;88;4 Quartos;4 Banheiros;2 Vagas;Avenida Professor Othon Gama D'Eça, 873 - Centro, Florianópolis - SC;R$ 6.000 /mês
14;Apartamento com Quarto para Aluguel, 80m²;131 m²;1 Quarto;2 Banheiros;1 Vaga;Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 900 /dia
15;Casa com 5 Quartos para Aluguel, 400m²;131;5 Quartos;5 Banheiros;2 Vagas;Rua dos Marimbaus - Jurerê Internacional, Florianópolis - SC;R$ 2.000 /dia
16;Casa com 3 Quartos para Aluguel, 140m²;32 m²;3 Quartos;3 Banheiros;1 Vaga;Santa Mônica, Florianópolis - SC;R$ 3.700 /mês
17;Imóvel comercial para Aluguel, 41m²;32;-- Quarto;1 Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 2.000 /mês
18;Cobertura com 2 Quartos para Venda/Aluguel 147m²;50 m²;2 Quartos;2 Banheiros;2 Vagas;Itacorubi, Florianópolis - SC;"R$ 8.000 /mês
R$ 2.000.000"
19;Apartamento com 2 Quartos para Aluguel, 90m²;50;2 Quartos;2 Banheiros;-- Vaga;Agronômica, Florianópolis - SC;R$ 6.500 /mês
20;Sala/Conjunto para Aluguel, 33m²;130 m²;-- Quarto;1 Banheiro;1 Vaga;Avenida Engenheiro Max de Souza, 1135 - Coqueiros, Florianópolis - SC;R$ 1.200 /mês
21;Sala/Conjunto para Venda/Aluguel 439m²;130;-- Quarto;-- Banheiro;-- Vaga;Saco Grande, Florianópolis - SC;"R$ 27.500 /mês
R$ 5.527.746"
22;Sala/Conjunto para Aluguel, 45m²;200 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.500 /mês
23;Sala/Conjunto para Aluguel, 32m²;200;-- Quarto;1 Banheiro;-- Vaga;Rua Araújo Figueiredo - Centro, Florianópolis - SC;R$ 480 /mês
24;Apartamento com 2 Quartos para Aluguel, 50m²;600 m²;2 Quartos;1 Banheiro;1 Vaga;Rio Tavares, Florianópolis - SC;R$ 1.550 /mês
25;Sala/Conjunto para Aluguel, 124m²;600;-- Quarto;1 Banheiro;-- Vaga;Rua São José - Balneário, Florianópolis - SC;R$ 4.000 /mês
26;Ponto comercial/Loja/Box para Aluguel, 86m²;264 m²;-- Quarto;1 Banheiro;2 Vagas;Rua Lauro Linhares, 1281 - Trindade, Florianópolis - SC;R$ 3.000 /mês
27;Imóvel comercial para Aluguel, 23m²;264;-- Quarto;1 Banheiro;1 Vaga;Avenida Rio Branco, 817 - Centro, Florianópolis - SC;R$ 700 /mês
28;Kitnet/Conjugado com Quarto para Aluguel, 30m²;80 m²;1 Quarto;1 Banheiro;-- Vaga;Ribeirão da Ilha, Florianópolis - SC;R$ 800 /mês
29;Imóvel comercial para Aluguel, 55m²;80;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 1.500 /mês
30;Apartamento com 3 Quartos para Aluguel, 239m²;400 m²;3 Quartos;4 Banheiros;3 Vagas;Rua Marechal Hermes, 121 - Estreito, Florianópolis - SC;R$ 8.400 /mês
31;Casa com 4 Quartos para Aluguel, 800m²;400;4 Quartos;6 Banheiros;4 Vagas;Rua Octávio Lebarbenchon - Santa Mônica, Florianópolis - SC;R$ 18.000 /mês
32;Lote/Terreno para Aluguel, 1800m²;140 m²;-- Quarto;-- Banheiro;-- Vaga;Rua Francisco Fausto Martins, 339 - Vargem Grande, Florianópolis - SC;R$ 2.000 /mês
33;Apartamento com 3 Quartos para Aluguel, 84m²;140;3 Quartos;2 Banheiros;2 Vagas;Rua São Jorge, 180 - Centro, Florianópolis - SC;R$ 5.800 /mês
34;Apartamento com 2 Quartos para Aluguel, 133m²;41 m²;2 Quartos;2 Banheiros;1 Vaga;Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC;R$ 6.000 /mês
35;Ponto comercial/Loja/Box para Aluguel, 56m²;41;-- Quarto;1 Banheiro;1 Vaga;Avenida Hercílio Luz - Centro, Florianópolis - SC;R$ 2.800 /mês
0;Apartamento com 4 Quartos para Aluguel, 95m²;95 m²;4 Quartos;3 Banheiros;2 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 765 /dia
1;Casa com 3 Quartos para Aluguel, 100m²;95;3 Quartos;2 Banheiros;2 Vagas;Avenida das Paineiras, 692 - Daniela, Florianópolis - SC;R$ 400 /dia
2;Sala/Conjunto para Aluguel, 42m²;100 m²;-- Quarto;1 Banheiro;-- Vaga;Avenida Mauro Ramos, 1970 - Centro, Florianópolis - SC;R$ 2.800 /mês
3;Prédio/Edificio inteiro para Aluguel, 1350m²;100;-- Quarto;-- Banheiro;15 Vagas;Avenida Patrício Caldeira de Andrada - Abraão, Florianópolis - SC;R$ 38.000 /mês
4;Apartamento com 2 Quartos para Aluguel, 117m²;42 m²;2 Quartos;2 Banheiros;2 Vagas;Rua dos Canudos - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 2.700 /mês
5;Casa com 3 Quartos para Aluguel, 130m²;42;3 Quartos;2 Banheiros;3 Vagas;Avenida Governador Ivo Silveira, 208 - Capoeiras, Florianópolis - SC;R$ 4.000 /mês
6;Casa com 5 Quartos à Venda/Aluguel 430m²;1350 m²;5 Quartos;4 Banheiros;2 Vagas;Rua das Tainhas - Jurerê Internacional, Florianópolis - SC;"R$ 3.000 /dia
R$ 3.900.000"
7;Apartamento com Quarto para Aluguel, 36m²;1350;1 Quarto;1 Banheiro;-- Vaga;Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC;R$ 1.570 /mês
8;Casa com 7 Quartos para Aluguel, 600m²;117 m²;7 Quartos;8 Banheiros;4 Vagas;Rua dos Cumurupis - Jurerê Internacional, Florianópolis - SC;R$ 4.000 /dia
9;Casa com 2 Quartos para Aluguel, 80m²;117;2 Quartos;2 Banheiros;1 Vaga;Joao Paulo, Florianópolis - SC;R$ 3.800 /mês
10;Apartamento com 3 Quartos para Aluguel, 108m²;130 m²;3 Quartos;2 Banheiros;2 Vagas;Rua Marechal Hermes, 121 - Estreito, Florianópolis - SC;R$ 4.867 /mês
11;Apartamento com 2 Quartos para Aluguel, 70m²;130;2 Quartos;2 Banheiros;1 Vaga;Rua Apóstolo Paschoal, 794 - Canasvieiras, Florianópolis - SC;R$ 650 /dia
12;Apartamento com 2 Quartos para Aluguel, 76m²;430 m²;2 Quartos;2 Banheiros;-- Vaga;Córrego Grande, Florianópolis - SC;R$ 3.400 /mês
13;Casa com Quarto para Aluguel, 35m²;430;1 Quarto;1 Banheiro;-- Vaga;Ponta das Canas, Florianópolis - SC;R$ 230 /dia
14;Apartamento com 2 Quartos para Aluguel, 68m²;36 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Apóstolo Paschoal, 794 - Canasvieiras, Florianópolis - SC;R$ 600 /dia
15;Apartamento com Quarto para Aluguel, 40m²;36;1 Quarto;1 Banheiro;1 Vaga;Avenida Afonso Delambert Neto - Lagoa da Conceição, Florianópolis - SC;R$ 400 /dia
16;Apartamento com 3 Quartos para Aluguel, 142m²;600 m²;3 Quartos;3 Banheiros;1 Vaga;Rua Alves de Brito, 77 - Centro, Florianópolis - SC;R$ 3.500 /mês
17;Apartamento com Quarto para Aluguel, 44m²;600;1 Quarto;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.250 /mês
18;Ponto comercial/Loja/Box para Aluguel, 139m²;80 m²;-- Quarto;2 Banheiros;1 Vaga;Rodovia José Carlos Daux, 8600 - Santo Antônio de Lisboa, Florianópolis - SC;R$ 6.681 /mês
19;Apartamento com 2 Quartos para Aluguel, 78m²;80;2 Quartos;1 Banheiro;1 Vaga;Rua Brisamar - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
20;Sala/Conjunto para Aluguel, 67m²;108 m²;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 800 /mês
21;Cobertura com 2 Quartos à Venda/Aluguel 76m²;108;2 Quartos;2 Banheiros;1 Vaga;Avenida das Raias, 601 - Jurerê Internacional, Florianópolis - SC;"R$ 899 /dia
R$ 1.200.000"
22;Apartamento com 2 Quartos para Aluguel, 80m²;70 m²;2 Quartos;1 Banheiro;1 Vaga;Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 920 /dia
23;Apartamento com Quarto para Aluguel, 49m²;70;1 Quarto;1 Banheiro;-- Vaga;Rua Tenente Silveira - Centro, Florianópolis - SC;R$ 1.150 /mês
24;Casa com 3 Quartos para Aluguel, 150m²;76 m²;3 Quartos;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 4.000 /mês
25;Casa com 3 Quartos para Aluguel, 140m²;76;3 Quartos;2 Banheiros;2 Vagas;Rua Jardim Giselle - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.000 /dia
26;Casa com 4 Quartos para Aluguel, 350m²;35 m²;4 Quartos;3 Banheiros;2 Vagas;Rua Osvaldo Calixto de Lima, 79 - Joao Paulo, Florianópolis - SC;R$ 9.800 /mês
27;Ponto comercial/Loja/Box para Aluguel, 26m²;35;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.424 /mês
28;Ponto comercial/Loja/Box para Aluguel, 34m²;68 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Professor Egídio Ferreira, 1293 - Jardim Atlântico, Florianópolis - SC;R$ 1.000 /mês
29;Apartamento com 3 Quartos para Aluguel, 116m²;68;3 Quartos;3 Banheiros;1 Vaga;Córrego Grande, Florianópolis - SC;R$ 5.250 /mês
30;Sala/Conjunto para Aluguel, 25m²;40 m²;-- Quarto;-- Banheiro;-- Vaga;Avenida Rio Branco, 416 - Centro, Florianópolis - SC;R$ 1.950 /mês
31;Casa com 3 Quartos para Aluguel, 189m²;40;3 Quartos;3 Banheiros;1 Vaga;Trindade, Florianópolis - SC;R$ 5.000 /mês
32;Ponto comercial/Loja/Box para Aluguel, 101m²;142 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 9.119 /mês
33;Ponto comercial/Loja/Box para Aluguel, 49m²;142;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 4.476 /mês
34;Ponto comercial/Loja/Box para Aluguel, 56m²;44 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 5.094 /mês
35;Apartamento com Quarto para Aluguel, 25m²;44;1 Quarto;1 Banheiro;-- Vaga;Carvoeira, Florianópolis - SC;R$ 1.400 /mês
0;Casa com 2 Quartos para Aluguel, 80m²;80 m²;2 Quartos;2 Banheiros;1 Vaga;Joao Paulo, Florianópolis - SC;R$ 3.800 /mês
1;Apartamento com 3 Quartos para Aluguel, 108m²;80;3 Quartos;2 Banheiros;2 Vagas;Rua Marechal Hermes, 121 - Estreito, Florianópolis - SC;R$ 4.867 /mês
2;Kitnet/Conjugado com Quarto para Aluguel, 16m²;108 m²;1 Quarto;1 Banheiro;-- Vaga;Pantanal, Florianópolis - SC;R$ 1.000 /mês
3;Apartamento com 2 Quartos para Aluguel, 70m²;108;2 Quartos;2 Banheiros;1 Vaga;Rua Apóstolo Paschoal, 794 - Canasvieiras, Florianópolis - SC;R$ 650 /dia
4;Apartamento com 2 Quartos para Aluguel, 76m²;16 m²;2 Quartos;2 Banheiros;-- Vaga;Córrego Grande, Florianópolis - SC;R$ 3.400 /mês
5;Apartamento com 2 Quartos para Aluguel, 60m²;16;2 Quartos;1 Banheiro;1 Vaga;Rua Dante de Patta - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 380 /dia
6;Apartamento com 2 Quartos para Aluguel, 55m²;70 m²;2 Quartos;1 Banheiro;1 Vaga;Itacorubi, Florianópolis - SC;R$ 1.250 /mês
7;Apartamento com Quarto para Aluguel, 40m²;70;1 Quarto;1 Banheiro;1 Vaga;Avenida Afonso Delambert Neto - Lagoa da Conceição, Florianópolis - SC;R$ 400 /dia
8;Apartamento com Quarto para Aluguel, 44m²;76 m²;1 Quarto;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.250 /mês
9;Ponto comercial/Loja/Box para Aluguel, 139m²;76;-- Quarto;2 Banheiros;1 Vaga;Rodovia José Carlos Daux, 8600 - Santo Antônio de Lisboa, Florianópolis - SC;R$ 6.681 /mês
10;Apartamento com 2 Quartos para Aluguel, 78m²;60 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Brisamar - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
11;Apartamento com Quarto para Aluguel, 55m²;60;1 Quarto;1 Banheiro;1 Vaga;Canasvieiras, Florianópolis - SC;R$ 1.500 /mês
12;Apartamento com 3 Quartos à Venda/Aluguel 83m²;55 m²;3 Quartos;3 Banheiros;1 Vaga;Rua Orlando Odilio Koerich, 201 - Jardim Atlântico, Florianópolis - SC;"R$ 4.182 /mês
R$ 1.059.000"
13;Cobertura com 2 Quartos à Venda/Aluguel 76m²;55;2 Quartos;2 Banheiros;1 Vaga;Avenida das Raias, 601 - Jurerê Internacional, Florianópolis - SC;"R$ 899 /dia
R$ 1.200.000"
14;Apartamento com 2 Quartos para Aluguel, 80m²;40 m²;2 Quartos;1 Banheiro;1 Vaga;Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 920 /dia
15;Apartamento com Quarto para Aluguel, 34m²;40;1 Quarto;1 Banheiro;-- Vaga;Servidão José Ventura - Trindade, Florianópolis - SC;R$ 740 /mês
16;Apartamento com Quarto para Aluguel, 49m²;44 m²;1 Quarto;1 Banheiro;-- Vaga;Rua Tenente Silveira - Centro, Florianópolis - SC;R$ 1.150 /mês
17;Apartamento com 3 Quartos para Aluguel, 158m²;44;3 Quartos;1 Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 5.500 /mês
18;Casa com 3 Quartos para Aluguel, 150m²;139 m²;3 Quartos;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 4.000 /mês
19;Apartamento com 2 Quartos para Aluguel, 86m²;139;2 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
20;Ponto comercial/Loja/Box para Aluguel, 26m²;78 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.424 /mês
21;Ponto comercial/Loja/Box para Aluguel, 34m²;78;-- Quarto;1 Banheiro;1 Vaga;Rua Professor Egídio Ferreira, 1293 - Jardim Atlântico, Florianópolis - SC;R$ 1.000 /mês
22;Casa com 3 Quartos para Aluguel, 189m²;55 m²;3 Quartos;3 Banheiros;1 Vaga;Trindade, Florianópolis - SC;R$ 5.000 /mês
23;Ponto comercial/Loja/Box para Aluguel, 101m²;55;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 9.119 /mês
24;Ponto comercial/Loja/Box para Aluguel, 49m²;83 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 4.476 /mês
25;Ponto comercial/Loja/Box para Aluguel, 56m²;83;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 5.094 /mês
26;Apartamento com Quarto para Aluguel, 25m²;76 m²;1 Quarto;1 Banheiro;-- Vaga;Carvoeira, Florianópolis - SC;R$ 1.400 /mês
27;Sala/Conjunto com Quarto para Aluguel, 30m²;76;1 Quarto;1 Banheiro;2 Vagas;Rua Belmira Isabel Martins, 42 - Estreito, Florianópolis - SC;R$ 1.200 /mês
28;Apartamento com Quarto para Aluguel, 50m²;80 m²;1 Quarto;1 Banheiro;1 Vaga;Avenida das Nações, 481 - Canasvieiras, Florianópolis - SC;R$ 350 /dia
29;Apartamento com 3 Quartos para Aluguel, 200m²;80;3 Quartos;4 Banheiros;2 Vagas;Praia Brava, Florianópolis - SC;R$ 2.000 /dia
30;Casa com 4 Quartos para Venda/Aluguel 400m²;34 m²;4 Quartos;6 Banheiros;2 Vagas;Jurerê Internacional, Florianópolis - SC;"R$ 18.000 /mês
R$ 4.350.000"
31;Casa com 3 Quartos para Aluguel, 10m²;34;3 Quartos;3 Banheiros;2 Vagas;Rua Jorge Cherem - Jurerê, Florianópolis - SC;R$ 1.500 /dia
32;Casa com 3 Quartos para Aluguel, 220m²;49 m²;3 Quartos;3 Banheiros;2 Vagas;Lagoa da Conceição, Florianópolis - SC;R$ 20.000 /mês
33;Casa com 3 Quartos para Aluguel, 110m²;49;3 Quartos;1 Banheiro;3 Vagas;Servidão José Francisco Severino, 95 - Costeira do Pirajubaé, Florianópolis - SC;R$ 2.000 /mês
34;Ponto comercial/Loja/Box para Aluguel, 12m²;158 m²;-- Quarto;-- Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 380 /mês
35;Apartamento com 2 Quartos para Venda/Aluguel 80m²;158;2 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;"R$ 1.700 /mês
R$ 350.000"
0;Sala/Conjunto para Venda/Aluguel 45m²;45 m²;-- Quarto;1 Banheiro;1 Vaga;Saco Grande, Florianópolis - SC;"R$ 2.500 /mês
R$ 435.000"
1;Casa de condomínio com 3 Quartos para Aluguel, 230m²;45;3 Quartos;3 Banheiros;4 Vagas;Rua Leonel Pereira - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.000 /dia
2;Sala/Conjunto para Aluguel, 87m²;230 m²;-- Quarto;1 Banheiro;2 Vagas;Córrego Grande, Florianópolis - SC;R$ 13.000 /mês
3;Sala/Conjunto com Quarto para Aluguel, 30m²;230;1 Quarto;1 Banheiro;-- Vaga;Rua Trajano, 265 - Centro, Florianópolis - SC;R$ 700 /mês
4;Casa com 5 Quartos para Venda/Aluguel 400m²;87 m²;5 Quartos;6 Banheiros;2 Vagas;Barra da Lagoa, Florianópolis - SC;"R$ 22.500 /mês
R$ 4.500.000"
5;Apartamento com 2 Quartos para Aluguel, 70m²;87;2 Quartos;2 Banheiros;1 Vaga;Rua Martinho de Haro - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 399 /dia
6;Prédio/Edificio inteiro para Aluguel, 854m²;30 m²;-- Quarto;5 Banheiros;9 Vagas;Servidão Fedrigo, 35 - Centro, Florianópolis - SC;R$ 22.000 /mês
7;Casa com 2 Quartos para Aluguel, 91m²;30;2 Quartos;2 Banheiros;1 Vaga;Campeche, Florianópolis - SC;R$ 2.900 /mês
8;Casa com 5 Quartos à Venda/Aluguel 596m²;400 m²;5 Quartos;8 Banheiros;3 Vagas;Passeio dos Namorados - Jurerê Internacional, Florianópolis - SC;"R$ 3.500 /dia
R$ 13.000.000"
9;Apartamento com 3 Quartos para Aluguel, 116m²;400;3 Quartos;2 Banheiros;1 Vaga;Servidão Maria de Oliveira Nunes - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
10;Ponto comercial/Loja/Box para Aluguel, 67m²;70 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Fernando Machado - Centro, Florianópolis - SC;R$ 2.900 /mês
11;Casa com 2 Quartos para Aluguel, 150m²;70;2 Quartos;1 Banheiro;4 Vagas;Rua Osvaldo Cruz, 277 - Balneário, Florianópolis - SC;R$ 2.600 /mês
12;Casa com 5 Quartos para Aluguel, 312m²;854 m²;5 Quartos;3 Banheiros;4 Vagas;Campeche, Florianópolis - SC;R$ 7.500 /mês
13;Casa com 4 Quartos para Aluguel, 200m²;854;4 Quartos;1 Banheiro;1 Vaga;Rua Maurílio Lopes da Silva - Praia Brava, Florianópolis - SC;R$ 900 /dia
14;Sala/Conjunto para Aluguel, 78m²;91 m²;-- Quarto;2 Banheiros;1 Vaga;Rua Jaci Albino da Silva - Barreiros, São José - SC;R$ 4.150 /mês
